"Archivo","Linea","Regla","Severidad","Mensaje"
"hooks\useLocation.ts","53","javascript.lang.security.audit.unsafe-formatstring.unsafe-formatstring","INFO","Detected string concatenation with a non-literal variable in a util.format / console.log function. If an attacker injects a format specifier in the string, it will forge the log message. Try to use constant values for the format string."
